whois_regDate,whois_expDate,whois_updatedDate,dot_count,url_len,digit_count,special_count,hyphen_count,double_slash,single_slash,at_the_rate,protocol,protocol_count,web_traffic,label
8451,2870,422,1,10,0,0,0,0,0,0,0,0,0,1
5741,102,295,1,11,0,0,0,0,0,0,0,0,0,1
8419,345,720,1,9,0,0,0,0,0,0,0,0,0,1
7695,2166,545,1,9,0,0,0,0,0,0,0,0,0,1
9316,2455,6,1,6,0,0,0,0,0,0,0,0,0,1
8158,241,100,1,8,0,0,0,0,0,0,0,0,0,1
8621,2702,239,1,12,0,0,0,0,0,0,0,0,0,1
6407,167,685,1,10,0,0,0,0,0,0,0,0,0,1
6442,497,-1,1,6,3,0,0,0,0,0,0,0,0,1
9422,805,322,1,9,0,0,0,0,0,0,0,0,0,1
9500,1456,547,1,10,0,0,0,0,0,0,0,0,0,1
10263,1219,1499,1,6,0,0,0,0,0,0,0,0,0,1
7236,798,20,1,13,0,0,0,0,0,0,0,0,0,1
8021,394,-1,2,11,0,0,0,0,0,0,0,0,0,1
7900,1961,1301,1,9,0,0,0,0,0,0,0,0,0,1
6769,534,161,1,7,0,0,0,0,0,0,0,0,0,1
9443,52,140,1,8,0,0,0,0,0,0,0,0,0,1
7495,174,307,1,13,0,0,0,0,0,0,0,0,0,1
8394,370,392,1,11,0,0,0,0,0,0,0,0,0,1
5668,540,220,1,10,0,0,0,0,0,0,0,0,0,1
5103,740,790,1,11,0,0,0,0,0,0,0,0,0,1
10779,179,168,1,13,0,0,0,0,0,0,0,0,0,1
7869,166,128,1,10,0,0,0,0,0,0,0,0,0,1
8534,230,137,1,6,0,0,0,0,0,0,0,0,0,1
5360,483,180,1,13,0,0,0,0,0,0,0,0,0,1
5871,337,684,1,10,0,0,0,0,0,0,0,0,0,1
5997,2402,979,1,13,0,0,0,0,0,0,0,0,0,1
3206,1176,505,1,13,0,0,0,0,0,0,0,0,0,1
7909,491,175,1,8,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,2,11,0,0,0,0,0,0,0,0,0,1
3883,134,846,1,8,0,0,0,0,0,0,0,0,0,1
7054,379,-1,2,13,0,0,0,0,0,0,0,0,0,1
2407,879,163,1,9,0,0,0,0,0,0,0,0,0,1
6693,246,128,1,19,0,0,0,0,0,0,0,0,0,1
8454,1040,14,1,9,0,0,0,0,0,0,0,0,0,1
4167,1311,176,1,9,0,0,0,0,0,0,0,0,0,1
9224,271,125,1,8,0,0,0,0,0,0,0,0,0,1
9046,86,311,1,8,0,0,0,0,0,0,0,0,0,1
6158,89,301,1,17,0,0,0,0,0,0,0,0,0,1
5316,162,716,1,14,0,0,0,0,0,0,0,0,0,1
5745,1193,542,1,9,0,0,0,0,0,0,0,0,0,1
7124,910,1556,1,9,0,0,0,0,0,0,0,0,0,1
8185,1311,-1,2,12,0,0,0,0,0,0,0,0,0,1
12406,193,201,1,9,0,0,0,0,0,0,0,0,0,1
6442,1593,-1,1,9,0,0,0,0,0,0,0,0,0,1
12312,107,153,1,9,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,2,12,0,0,0,0,0,0,0,0,0,1
6344,230,161,2,12,0,0,0,0,0,0,0,0,0,1
3539,2570,1080,1,14,0,0,0,0,0,0,0,0,0,1
8443,329,-1,1,9,0,0,0,0,0,0,0,0,0,1
3948,799,296,1,14,0,0,0,0,0,0,0,0,0,1
6932,372,87,1,14,0,0,0,0,0,0,0,0,0,1
7593,77,292,1,11,0,0,0,0,0,0,0,0,0,1
9787,75,313,1,6,0,0,0,0,0,0,0,0,0,1
6761,178,458,1,11,0,0,0,0,0,0,0,0,0,1
9491,576,98,1,7,0,0,0,0,0,0,0,0,0,1
6577,727,64,1,12,0,0,0,0,0,0,0,0,0,1
6518,1151,281,1,10,0,0,0,0,0,0,0,0,0,1
8439,329,-1,1,7,0,0,0,0,0,0,0,0,0,1
9261,234,528,1,11,0,0,0,0,0,0,0,0,0,1
7309,360,617,1,11,0,0,0,0,0,0,0,0,0,1
6666,2099,456,1,8,2,0,0,0,0,0,0,0,0,1
8037,390,-1,1,5,0,0,0,0,0,0,0,0,0,1
6895,44,378,1,9,0,0,0,0,0,0,0,0,0,1
8783,346,716,1,8,4,0,0,0,0,0,0,0,0,1
5920,208,64,1,10,0,0,0,0,0,0,0,0,0,1
7551,483,277,1,13,0,0,0,0,0,0,0,0,0,1
6412,162,-1,1,7,0,0,0,0,0,0,0,0,0,1
6442,497,-1,1,9,0,0,0,0,0,0,0,0,0,1
6225,349,91,1,10,0,0,0,0,0,0,0,0,0,1
5557,1167,547,1,13,0,0,0,0,0,0,0,0,0,1
7842,193,202,2,13,0,0,0,0,0,0,0,0,0,1
9905,2146,939,1,7,0,0,0,0,0,0,0,0,0,1
9156,339,423,1,9,0,0,0,0,0,0,0,0,0,1
9070,1155,547,1,8,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,2,12,0,0,0,0,0,0,0,0,0,1
4444,2494,517,1,12,0,0,0,0,0,0,0,0,0,1
3745,272,91,1,11,0,0,0,0,0,0,0,0,0,1
4317,65,330,1,9,0,0,0,0,0,0,0,0,0,1
5904,304,693,1,12,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,9,0,0,0,0,0,0,0,0,0,1
9787,805,103,1,11,0,0,0,0,0,0,0,0,0,1
4903,1671,541,1,12,0,0,0,0,0,0,0,0,0,1
-1,759,60,2,12,0,0,0,0,0,0,0,0,0,1
9088,407,54,1,10,0,0,0,0,0,0,0,0,0,1
3365,287,133,1,11,0,0,0,0,0,0,0,0,0,1
5309,169,957,1,11,0,0,0,0,0,0,0,0,0,1
1367,458,241,1,7,0,0,0,0,0,0,0,0,0,1
6124,85,740,1,10,0,0,0,0,0,0,0,0,0,1
7765,2096,-1,2,10,0,0,0,0,0,0,0,0,0,1
11435,251,133,1,7,0,0,0,0,0,0,0,0,0,1
5994,214,133,1,10,0,0,0,0,0,0,0,0,0,1
8345,1149,565,1,11,0,0,0,0,0,0,0,0,0,1
8195,569,156,1,9,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,2,13,0,0,0,0,0,0,0,0,0,1
5990,1679,90,1,8,0,0,0,0,0,0,0,0,0,1
3379,1003,751,1,13,0,0,0,0,0,0,0,0,0,1
5858,715,644,1,12,0,0,0,0,0,0,0,0,0,1
7874,526,1290,1,6,0,0,0,0,0,0,0,0,0,1
7406,55,342,1,9,0,0,0,0,0,0,0,0,0,1
7783,252,144,1,10,0,0,0,0,0,0,0,0,0,1
8237,162,234,1,11,0,0,0,0,0,0,0,0,0,1
8790,1069,15,1,10,0,0,0,0,0,0,0,0,0,1
7294,740,20,1,10,3,0,0,0,0,0,0,0,0,1
5893,2562,923,1,10,0,0,0,0,0,0,0,0,0,1
9528,332,76,1,8,0,0,0,0,0,0,0,0,0,1
4709,39,325,1,14,0,0,0,0,0,0,0,0,0,1
7408,261,75,1,13,0,0,0,0,0,0,0,0,0,1
3882,2326,1127,1,15,0,0,0,0,0,0,0,0,0,1
6691,613,-1,2,11,0,0,0,0,0,0,0,0,0,1
5263,945,321,1,10,0,0,0,0,0,0,0,0,0,1
5581,215,181,1,14,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,9,0,0,0,0,0,0,0,0,0,1
8748,381,12,1,14,0,0,0,0,0,0,0,0,0,1
1422,1499,546,1,20,0,0,0,0,0,0,0,0,0,1
6090,119,-1,1,9,0,0,0,0,0,0,0,0,0,1
6442,3054,-1,1,4,1,0,0,0,0,0,0,0,0,1
3408,244,132,1,12,0,0,0,0,0,0,0,0,0,1
6169,40,694,1,12,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,9,0,0,0,0,0,0,0,0,0,1
4720,2584,701,1,9,1,0,0,0,0,0,0,0,0,1
6202,1468,156,1,11,0,0,0,0,0,0,0,0,0,1
4965,148,246,1,12,0,0,0,0,0,0,0,0,0,1
4163,219,209,1,17,0,0,0,0,0,0,0,0,0,1
8008,715,218,1,14,0,0,0,0,0,0,0,0,0,1
4775,703,57,1,10,0,0,0,0,0,0,0,0,0,1
6327,2438,119,1,16,0,0,0,0,0,0,0,0,0,1
5803,40,357,1,9,0,0,0,0,0,0,0,0,0,1
5111,3289,191,1,12,0,0,0,0,0,0,0,0,0,1
8288,1206,996,1,15,0,0,0,0,0,0,0,0,0,1
7373,368,-1,2,13,0,0,0,0,0,0,0,0,0,1
8255,144,252,1,10,0,0,0,0,0,0,0,0,0,1
8451,2139,649,1,7,3,0,0,0,0,0,0,0,0,1
6442,497,-1,1,9,0,0,0,0,0,0,0,0,0,1
4144,968,2025,1,13,0,0,0,0,0,0,0,0,0,1
-1,1863,134,2,9,0,0,0,0,0,0,0,0,0,1
7803,962,406,1,13,0,0,0,0,0,0,0,0,0,1
4541,2397,913,1,13,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,7,0,0,0,0,0,0,0,0,0,1
7622,48,351,1,12,1,0,0,0,0,0,0,0,0,1
4620,1223,65,1,12,0,0,0,0,0,0,0,0,0,1
4899,214,-1,1,8,0,0,0,0,0,0,0,0,0,1
7636,166,182,1,9,0,0,0,0,0,0,0,0,0,1
9010,486,6,1,8,0,0,0,0,0,0,0,0,0,1
9123,7,362,1,18,0,0,0,0,0,0,0,0,0,1
6697,241,-1,2,13,0,0,0,0,0,0,0,0,0,1
8455,1405,1792,1,14,0,0,0,0,0,0,0,0,0,1
9386,1572,372,1,13,0,0,0,0,0,0,0,0,0,1
4786,327,671,1,10,0,0,0,0,0,0,0,0,0,1
10052,540,346,1,14,0,0,0,0,0,0,0,0,0,1
7935,100,297,2,12,0,0,0,0,0,0,0,0,0,1
8518,246,133,1,8,0,0,0,0,0,0,0,0,0,1
9308,3111,16,1,7,0,0,0,0,0,0,0,0,0,1
7309,360,96,1,14,0,0,0,0,0,0,0,0,0,1
8304,95,2382,1,8,0,0,0,0,0,0,0,0,0,1
7014,289,-1,2,13,0,0,0,0,0,0,0,0,0,1
4742,230,62,1,14,0,0,0,0,0,0,0,0,0,1
3976,406,1643,1,12,0,0,0,0,0,0,0,0,0,1
7510,159,686,1,8,0,0,0,0,0,0,0,0,0,1
9386,322,46,1,11,0,0,0,0,0,0,0,0,0,1
6464,109,285,2,13,0,0,0,0,0,0,0,0,0,1
7351,1349,111,1,9,0,0,0,0,0,0,0,0,0,1
5906,302,61,1,17,0,0,0,0,0,0,0,0,0,1
10761,562,142,1,9,0,0,0,0,0,0,0,0,0,1
3123,1624,9,1,10,1,0,0,0,0,0,0,0,0,1
7563,1933,377,1,11,0,0,0,0,0,0,0,0,0,1
9741,121,79,1,8,0,0,0,0,0,0,0,0,0,1
10438,3441,209,1,7,0,0,0,0,0,0,0,0,0,1
9618,1338,1218,1,15,0,0,0,0,0,0,0,0,0,1
3769,978,755,1,9,0,0,0,0,0,0,0,0,0,1
3565,452,955,1,12,1,0,0,0,0,0,0,0,0,1
7918,361,211,1,11,0,0,0,0,0,0,0,0,0,1
9230,242,126,1,8,0,0,0,0,0,0,0,0,0,1
9743,484,277,1,11,0,0,0,0,0,0,0,0,0,1
3977,1135,218,1,10,0,0,0,0,0,0,0,0,0,1
10319,636,1149,1,13,0,0,0,0,0,0,0,0,0,1
4653,95,271,1,16,0,0,0,0,0,0,0,0,0,1
7336,174,190,1,9,0,0,0,0,0,0,0,0,0,1
3996,751,9,1,13,0,0,0,0,0,0,0,0,0,1
9268,2053,120,1,11,0,0,0,0,0,0,0,0,0,1
4891,1424,79,1,9,0,0,0,0,0,0,0,0,0,1
6660,1740,35,1,13,0,0,0,0,0,0,0,0,0,1
8872,987,70,1,10,0,0,0,0,0,0,0,0,0,1
5915,2119,364,1,14,0,0,0,0,0,0,0,0,0,1
7533,1597,1875,1,13,1,0,0,0,0,0,0,0,0,1
5513,330,12,1,11,0,0,0,0,0,0,0,0,0,1
6405,169,212,1,9,0,0,0,0,0,0,0,0,0,1
8436,328,282,1,8,0,0,0,0,0,0,0,0,0,1
7936,99,298,1,9,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,2,13,0,0,0,0,0,0,0,0,0,1
5328,880,1371,1,14,0,0,0,0,0,0,0,0,0,1
5616,227,128,1,13,3,0,0,0,0,0,0,0,0,1
5771,803,590,1,5,2,0,0,0,0,0,0,0,0,1
6117,92,387,1,8,0,0,0,0,0,0,0,0,0,1
5862,720,-1,2,15,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,2,13,0,0,0,0,0,0,0,0,0,1
3912,105,-1,1,13,0,0,0,0,0,0,0,0,0,1
7547,122,476,1,7,3,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,11,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,6,0,0,0,0,0,0,0,0,0,1
4827,1016,359,1,10,2,0,0,0,0,0,0,0,0,1
7602,1163,272,1,8,0,0,0,0,0,0,0,0,0,1
5477,366,28,1,11,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,11,0,0,0,0,0,0,0,0,0,1
8609,2348,970,1,12,0,0,0,0,0,0,0,0,0,1
1313,1608,145,1,11,0,0,0,0,0,0,0,0,0,1
3913,1565,252,1,11,0,0,0,0,0,0,0,0,0,1
4073,2135,986,1,13,0,0,0,0,0,0,0,0,0,1
5989,3506,30,1,11,0,0,0,0,0,0,0,0,0,1
3821,196,167,1,4,0,0,0,0,0,0,0,0,0,1
6606,333,399,1,9,0,0,0,0,0,0,0,0,0,1
6449,125,-1,1,8,0,0,0,0,0,0,0,0,0,1
7874,929,716,1,11,0,0,0,0,0,0,0,0,0,1
2821,1561,1563,1,12,0,0,0,0,0,0,0,0,0,1
2765,156,428,1,12,0,0,0,0,0,0,0,0,0,1
2564,244,149,2,13,0,0,0,0,0,0,0,0,0,1
8320,79,67,1,11,0,0,0,0,0,0,0,0,0,1
5253,2051,2,1,10,0,0,0,0,0,0,0,0,0,1
3219,798,2682,1,12,0,0,0,0,0,0,0,0,0,1
8657,109,260,1,8,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,7,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,10,0,0,0,0,0,0,0,0,0,1
5003,110,590,1,11,0,0,0,0,0,0,0,0,0,1
6442,1228,-1,1,9,0,0,0,0,0,0,0,0,0,1
4474,638,123,1,10,0,0,0,0,0,0,0,0,0,1
8961,899,1399,2,10,0,0,0,0,0,0,0,0,0,1
7989,1872,614,1,9,0,0,0,0,0,0,0,0,0,1
3178,474,-1,1,9,0,0,0,0,0,0,0,0,0,1
7574,67,282,1,9,0,0,0,0,0,0,0,0,0,1
6785,1250,188,1,8,0,0,0,0,0,0,0,0,0,1
5274,204,221,1,18,0,0,0,0,0,0,0,0,0,1
7615,1881,530,1,14,0,0,0,0,0,0,0,0,0,1
7931,104,386,1,7,0,0,0,0,0,0,0,0,0,1
7303,1462,103,1,11,0,0,0,0,0,0,0,0,0,1
3108,908,-1,2,10,0,0,0,0,0,0,0,0,0,1
7732,1764,815,1,11,0,0,0,0,0,0,0,0,0,1
131,233,131,1,15,0,0,0,0,0,0,0,0,0,1
7906,1955,1251,1,13,0,0,0,0,0,0,0,0,0,1
9472,1849,341,1,11,0,0,0,0,0,0,0,0,0,1
1547,1739,233,1,10,1,0,0,0,0,0,0,0,0,1
1737,454,1304,1,12,0,0,0,0,0,0,0,0,0,1
8707,2248,490,1,10,0,0,0,0,0,0,0,0,0,1
8877,2078,6,1,13,0,0,0,0,0,0,0,0,0,1
9745,2674,624,1,9,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,2,13,0,0,0,0,0,0,0,0,0,1
-1,-1,51,2,12,0,0,0,0,0,0,0,0,0,1
3810,284,64,1,7,0,0,0,0,0,0,0,0,0,1
8831,298,70,1,12,0,0,0,0,0,0,0,0,0,1
3845,171,192,1,4,0,0,0,0,0,0,0,0,0,1
5952,256,139,1,10,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,5,0,0,0,0,0,0,0,0,0,1
8078,3608,42,1,9,0,0,0,0,0,0,0,0,0,1
5955,253,143,1,11,0,0,0,0,0,0,0,0,0,1
4447,300,-1,1,12,0,0,0,0,0,0,0,0,0,1
7734,665,97,2,19,0,0,0,0,0,0,0,0,0,1
8088,312,84,2,10,0,0,0,0,0,0,0,0,0,1
5107,3293,68,1,10,0,0,0,0,0,0,0,0,0,1
4486,261,-1,1,11,0,0,0,0,0,0,0,0,0,1
8197,202,197,1,10,0,0,0,0,0,0,0,0,0,1
422,1769,352,1,13,0,0,0,0,0,0,0,0,0,1
2575,186,205,2,19,0,0,0,0,0,0,0,0,0,1
5634,3496,110,1,11,0,0,0,0,0,0,0,0,0,1
4576,1267,547,1,14,0,0,0,0,0,0,0,0,0,1
7920,480,-1,2,10,0,0,0,0,0,0,0,0,0,1
6309,265,84,1,14,0,0,0,0,0,0,0,0,0,1
6373,201,195,1,15,0,0,0,0,0,0,0,0,0,1
4305,983,845,1,13,0,0,0,0,0,0,0,0,0,1
2982,1765,99,1,14,0,0,0,0,0,0,0,0,0,1
7920,1210,110,1,16,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,12,0,0,0,0,0,0,0,0,0,1
5985,953,222,1,11,0,0,0,0,0,0,0,0,0,1
-1,2780,629,2,15,0,0,0,0,0,0,0,0,0,1
7846,919,707,2,19,0,0,0,0,0,0,0,0,0,1
4612,865,256,1,11,0,0,0,0,0,0,0,0,0,1
3849,168,227,1,9,0,0,0,0,0,0,0,0,0,1
3826,1287,2,1,15,0,0,0,0,0,0,0,0,0,1
9584,81,373,1,11,0,0,0,0,0,0,0,0,0,1
8051,713,1161,1,7,0,0,0,0,0,0,0,0,0,1
5713,495,30,1,15,0,0,0,0,0,0,0,0,0,1
6653,1382,285,1,8,0,0,0,0,0,0,0,0,0,1
8771,1454,-1,2,15,0,0,0,0,0,0,0,0,0,1
2347,939,1149,1,12,0,0,0,0,0,0,0,0,0,1
5959,249,614,1,9,0,0,0,0,0,0,0,0,0,1
6449,404,-1,1,5,2,0,0,0,0,0,0,0,0,1
12665,119,277,1,6,0,0,0,0,0,0,0,0,0,1
10635,1782,442,1,6,0,0,0,0,0,0,0,0,0,1
8805,268,-1,1,10,0,0,0,0,0,0,0,0,0,1
5800,300,78,2,12,0,0,0,0,0,0,0,0,0,1
5155,323,79,1,10,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,5,0,0,0,0,0,0,0,0,0,1
5011,3024,281,1,12,0,0,0,0,0,0,0,0,0,1
7839,2753,651,1,7,1,0,0,0,0,0,0,0,0,1
4101,281,430,1,9,0,0,0,0,0,0,0,0,0,1
9183,312,51,1,11,0,0,0,0,0,0,0,0,0,1
8497,267,101,1,15,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,9,0,0,0,0,0,0,0,0,0,1
6063,145,-1,1,14,0,0,0,0,0,0,0,0,0,1
9377,485,167,1,8,0,0,0,0,0,0,0,0,0,1
8140,624,1157,1,8,0,0,0,0,0,0,0,0,0,1
9161,334,62,1,14,0,0,0,0,0,0,0,0,0,1
7043,2087,1343,1,18,0,0,0,0,0,0,0,0,0,1
9582,604,1755,1,9,0,0,0,0,0,0,0,0,0,1
6495,1540,1596,1,11,0,0,0,0,0,0,0,0,0,1
6717,222,338,1,10,0,0,0,0,0,0,0,0,0,1
2078,113,251,1,10,0,0,0,0,0,0,0,0,0,1
7669,731,30,1,16,0,0,0,0,0,0,0,0,0,1
4585,258,148,1,9,0,0,0,0,0,0,0,0,0,1
7586,3006,646,1,12,0,0,0,0,0,0,0,0,0,1
5824,19,369,1,10,0,0,0,0,0,0,0,0,0,1
7679,355,18,1,10,0,0,0,0,0,0,0,0,0,1
4248,864,1010,1,17,0,0,0,0,0,0,0,0,0,1
6621,317,79,1,9,0,0,0,0,0,0,0,0,0,1
7608,62,307,1,15,0,0,0,0,0,0,0,0,0,1
6540,1129,2378,1,13,0,0,0,0,0,0,0,0,0,1
8036,2554,295,1,13,0,0,0,0,0,0,0,0,0,1
4613,351,42,1,12,0,0,0,0,0,0,0,0,0,1
3279,8,356,1,9,0,0,0,0,0,0,0,0,0,1
9028,469,1490,1,11,0,0,0,0,0,0,0,0,0,1
1262,563,156,1,19,0,0,2,0,0,0,0,0,0,1
6190,2210,574,1,9,2,0,0,0,0,0,0,0,0,1
7170,864,1108,1,13,0,0,0,0,0,0,0,0,0,1
7261,44,-1,1,11,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,17,0,0,0,0,0,0,0,0,0,1
5668,540,364,1,14,0,0,0,0,0,0,0,0,0,1
6443,496,20,1,13,0,0,0,0,0,0,0,0,0,1
7117,552,-1,2,10,0,0,0,0,0,0,0,0,0,1
7814,221,175,1,12,0,0,0,0,0,0,0,0,0,1
7601,2991,349,1,11,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,21,0,0,1,0,0,0,0,0,0,1
7806,229,167,1,11,0,0,0,0,0,0,0,0,0,1
-1,-1,0,2,13,0,0,0,0,0,0,0,0,0,1
6462,842,816,1,13,0,0,0,0,0,0,0,0,0,1
3812,205,557,1,10,0,0,0,0,0,0,0,0,0,1
3663,1112,-1,1,14,0,0,0,0,0,0,0,0,0,1
7827,2034,650,1,13,0,0,0,0,0,0,0,0,0,1
3984,398,2465,1,10,0,0,0,0,0,0,0,0,0,1
5182,661,1901,1,13,0,0,0,0,0,0,0,0,0,1
5042,1534,287,1,12,0,0,0,0,0,0,0,0,0,1
4426,321,47,1,9,0,0,0,0,0,0,0,0,0,1
8001,33,331,1,7,0,0,0,0,0,0,0,0,0,1
2169,1483,-1,1,9,0,0,0,0,0,0,0,0,0,1
5651,1288,1,1,11,0,0,0,0,0,0,0,0,0,1
2700,221,50,1,11,0,0,0,0,0,0,0,0,0,1
5973,3522,48,1,16,0,0,0,0,0,0,0,0,0,1
10726,967,323,1,7,0,0,0,0,0,0,0,0,0,1
10241,349,413,1,9,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,14,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,10,0,0,0,0,0,0,0,0,0,1
2956,695,312,1,16,0,0,0,0,0,0,0,0,0,1
6137,1167,439,1,8,0,0,0,0,0,0,0,0,0,1
7879,156,184,1,9,0,0,0,0,0,0,0,0,0,1
7386,648,462,1,13,0,0,0,0,0,0,0,0,0,1
2868,1148,294,1,10,0,0,0,0,0,0,0,0,0,1
2034,3444,177,1,9,0,0,0,0,0,0,0,0,0,1
6442,132,-1,1,6,0,0,0,0,0,0,0,0,0,1
7255,51,-1,1,6,0,0,0,0,0,0,0,0,0,1
7763,1733,0,1,10,3,0,0,0,0,0,0,0,0,1
5931,1007,245,1,12,0,0,0,0,0,0,0,0,0,1
255,1936,0,1,14,0,0,0,0,0,0,0,0,0,1
11660,391,5,1,10,0,0,0,0,0,0,0,0,0,1
12915,3170,-1,2,10,3,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1
9267,383,579,1,7,0,0,0,0,0,0,0,0,0,1
8236,785,372,1,13,0,0,0,0,0,0,0,0,0,1
7981,784,603,1,8,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,2,13,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,9,0,0,0,0,0,0,0,0,0,1
8239,525,161,1,6,0,0,0,0,0,0,0,0,0,1
2462,1920,-1,1,6,1,0,0,0,0,0,0,0,0,1
3856,161,90,1,10,6,0,0,0,0,0,0,0,0,1
9092,1864,127,1,11,0,0,0,0,0,0,0,0,0,1
8524,605,124,1,12,0,0,0,0,0,0,0,0,0,1
7897,503,230,1,15,0,0,0,0,0,0,0,0,0,1
5335,143,398,1,10,0,0,0,0,0,0,0,0,0,1
3516,501,-1,1,8,2,0,0,0,0,0,0,0,0,1
4551,926,-1,2,10,0,0,0,0,0,0,0,0,0,1
11670,1477,933,1,8,0,0,0,0,0,0,0,0,0,1
2501,1150,313,1,9,0,0,0,0,0,0,0,0,0,1
4572,540,582,1,7,0,0,0,0,0,0,0,0,0,1
3102,184,90,1,11,0,0,0,0,0,0,0,0,0,1
7982,1148,158,1,17,0,0,0,0,0,0,0,0,0,1
9581,644,117,1,8,0,0,0,0,0,0,0,0,0,1
4784,694,275,1,15,0,0,0,0,0,0,0,0,0,1
8638,128,236,1,17,0,0,0,0,0,0,0,0,0,1
3991,756,1178,1,9,0,0,0,0,0,0,0,0,0,1
7771,264,3685,2,12,0,0,0,0,0,0,0,0,0,1
3251,401,-1,1,8,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,9,0,0,0,0,0,0,0,0,0,1
6414,160,514,1,13,0,0,0,0,0,0,0,0,0,1
2807,1209,734,1,11,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,12,0,0,0,0,0,0,0,0,0,1
10016,939,1463,1,11,0,0,0,0,0,0,0,0,0,1
9686,906,665,1,12,0,0,0,0,0,0,0,0,0,1
7525,1240,168,1,9,0,0,0,0,0,0,0,0,0,1
12612,172,169,1,7,0,0,0,0,0,0,0,0,0,1
9213,3569,82,1,9,0,0,0,0,0,0,0,0,0,1
6554,345,48,1,9,0,0,0,0,0,0,0,0,0,1
6021,1283,691,1,13,0,0,0,0,0,0,0,0,0,1
9057,3362,8,1,11,0,0,1,0,0,0,0,0,0,1
-1,-1,-1,1,12,0,0,0,0,0,0,0,0,0,1
2265,291,102,1,11,0,0,0,0,0,0,0,0,0,1
7216,343,21,1,9,0,0,0,0,0,0,0,0,0,1
7776,268,-1,1,8,0,0,0,0,0,0,0,0,0,1
5288,296,103,1,15,0,0,0,0,0,0,0,0,0,1
8801,329,-1,2,10,0,0,0,0,0,0,0,0,0,1
8827,667,968,1,18,0,0,1,0,0,0,0,0,0,1
4177,205,170,1,12,0,0,0,0,0,0,0,0,0,1
5988,220,179,1,13,0,0,0,0,0,0,0,0,0,1
289,76,289,1,12,0,0,0,0,0,0,0,0,0,1
6449,2975,-1,1,5,0,0,0,0,0,0,0,0,0,1
3156,130,245,1,15,0,0,0,0,0,0,0,0,0,1
7556,114,253,1,8,0,0,0,0,0,0,0,0,0,1
2899,1483,2062,1,9,0,0,0,0,0,0,0,0,0,1
6434,140,622,1,15,0,0,0,0,0,0,0,0,0,1
-1,-1,172,2,11,0,0,0,0,0,0,0,0,0,1
9756,409,353,1,10,0,0,0,0,0,0,0,0,0,1
8633,133,1,1,10,0,0,0,0,0,0,0,0,0,1
6341,233,135,1,15,0,0,0,0,0,0,0,0,0,1
9437,1858,1563,1,8,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,6,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,7,0,0,0,0,0,0,0,0,0,1
8248,881,446,1,9,0,0,0,0,0,0,0,0,0,1
666,64,309,1,12,0,0,0,0,0,0,0,0,0,1
5717,856,194,1,11,0,0,0,0,0,0,0,0,0,1
3817,2026,1409,1,11,0,0,0,0,0,0,0,0,0,1
5415,63,617,1,11,0,0,0,0,0,0,0,0,0,1
6284,290,602,1,10,0,0,0,0,0,0,0,0,0,1
8371,1854,803,1,8,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,6,0,0,0,0,0,0,0,0,0,1
7639,761,1470,1,11,0,0,0,0,0,0,0,0,0,1
4049,333,66,1,10,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,1,9,0,0,0,0,0,0,0,0,0,1
5627,2042,136,1,12,0,0,0,0,0,0,0,0,0,1
4171,2768,225,1,12,0,0,0,0,0,0,0,0,0,1
5149,1790,44,1,18,0,0,0,0,0,0,0,0,0,1
10073,154,242,1,10,0,0,0,0,0,0,0,0,0,1
1961,230,161,1,10,0,0,0,0,0,0,0,0,0,1
6998,2132,1213,1,12,0,0,0,0,0,0,0,0,0,1
10641,2141,1279,1,10,0,0,0,0,0,0,0,0,0,1
